Month,Day,Year,Day of Week,Policy Number,Processing Done
August,2, 2019,Friday,VP66362070,Docattach
August,2, 2019,Friday,VP66365620,Docattach
August,2, 2019,Friday,VF53461860 ,Docattach
August,2, 2019,Friday,VP66349080,Docattach
August,2, 2019,Friday,VF53463510,Docattach
August,2, 2019,Friday,VF53428270,Docattach
August,2, 2019,Friday,VF53484610,Paycase
August,2, 2019,Friday,VF53480690,Paycase
August,5, 2019,Monday,VP66363550,Docattach
August,5, 2019,Monday,VF53458320,Docattach
August,5, 2019,Monday,VF53468860,Docattach
August,5, 2019,Monday,VF53463120,Apply Check
August,5, 2019,Monday,VF53468020,Docattach
August,5, 2019,Monday,VF53459890 ,Docattach
August,5, 2019,Monday,VP66363570,Docattach
August,5, 2019,Monday,VF53468860,Docattach
August,5, 2019,Monday,VF53454460,Docattach
August,5, 2019,Monday,VF53460740,Docattach
August,5, 2019,Monday,VF53480080,Docattach
August,5, 2019,Monday,VF53479940,Docattach
August,5, 2019,Monday,VF53473600,Paycase
August,5, 2019,Monday,VF53453710 ,Docattach
August,5, 2019,Monday,VF53471690 ,Docattach
August,6, 2019,Tuesday,VF53473600,Paycase
August,6, 2019,Tuesday,VF53468860,Docattach
August,6, 2019,Tuesday,VF53458320,Docattach
August,6, 2019,Tuesday,VF53468020,Docattach
August,6, 2019,Tuesday,VF53475700,Docattach
August,6, 2019,Tuesday,VF53464050 ,Docattach
August,6, 2019,Tuesday,VF53462120,Apply Check
August,6, 2019,Tuesday,VF53455990 ,Docattach
August,6, 2019,Tuesday,VF53365750 ,Docattach
August,6, 2019,Tuesday,VF53460740,Docattach
August,6, 2019,Tuesday,VF53451000,Docattach
August,6, 2019,Tuesday,VF53477780,Docattach
August,6, 2019,Tuesday,VP66357230,Docattach
August,6, 2019,Tuesday,VP66359290 ,Docattach
August,6, 2019,Tuesday,VF53468860,Docattach
August,6, 2019,Tuesday,VF53492710,Pre Internal
August,6, 2019,Tuesday,VF53432440,Docattach
August,6, 2019,Tuesday,VP66361740,Paycase
August,6, 2019,Tuesday,VF53481450,Paycase
August,6, 2019,Tuesday,VF53469240,Reissue
August,6, 2019,Tuesday,VF53469840,Paycase
August,6, 2019,Tuesday,VP66364460,Reissue
August,6, 2019,Tuesday,VP66360040,Reissue
August,6, 2019,Tuesday,VP66357030,Reissue
August,7, 2019,Wednesday,VF53469240,Reissue
August,7, 2019,Wednesday,VP66364460,Reissue
August,7, 2019,Wednesday,VP66360040,Reissue
August,7, 2019,Wednesday,VP66357030,Reissue
August,7, 2019,Wednesday,VF53462120,Paycase
August,7, 2019,Wednesday,VF53476920,Docattach
August,7, 2019,Wednesday,VF53493530,Apply Check
August,7, 2019,Wednesday,VF53493040,EFT TIA
August,7, 2019,Wednesday,VM60004000,Docattach
August,7, 2019,Wednesday,VM60003960,Docattach
August,7, 2019,Wednesday,VM60004000,Docattach
August,7, 2019,Wednesday,VF53493110,EFT TIA
August,7, 2019,Wednesday,VF53483400 ,Docattach
August,7, 2019,Wednesday,VF53466800,Docattach
August,7, 2019,Wednesday,VF53467570,Docattach
August,7, 2019,Wednesday,VP66366600,Paycase
August,7, 2019,Wednesday,VP66358680,Docattach
August,7, 2019,Wednesday,VF53493530,Apply Check
August,7, 2019,Wednesday,VF53493320,EFT TIA
August,7, 2019,Wednesday,VF53460800,Docattach
August,7, 2019,Wednesday,VF53482550,Docattach
August,7, 2019,Wednesday,VF53461470,Docattach
August,7, 2019,Wednesday,VF53463560,Docattach
August,7, 2019,Wednesday,VF53379310,Docattach
August,7, 2019,Wednesday,VF53456200,Docattach
August,7, 2019,Wednesday,VF53457640 ,Docattach
August,7, 2019,Wednesday,VF53484240 ,Docattach
August,8, 2019,Thursday,VF53451240 ,Docattach
August,8, 2019,Thursday,VF53451480,Docattach
August,8, 2019,Thursday,VF53445110,Docattach
August,8, 2019,Thursday,VF53468110,Docattach
August,8, 2019,Thursday,VF53471230,Docattach
August,8, 2019,Thursday,VF53468760 ,Docattach
August,8, 2019,Thursday,VF53435830,Reissue
August,8, 2019,Thursday,VP66365540,Apply Check
August,8, 2019,Thursday,VF53490350,Apply Check
August,8, 2019,Thursday,VF53455680,Docattach
August,8, 2019,Thursday,VF53487400 ,Docattach
August,8, 2019,Thursday,VF53478560,Docattach
August,8, 2019,Thursday,VF53480230,Docattach
August,8, 2019,Thursday,VF53457680,Docattach
August,8, 2019,Thursday,VF53482410,Docattach
August,9, 2019,Friday,VP66362270,Docattach
August,9, 2019,Friday,VF53445110,Docattach
August,9, 2019,Friday,VF53494260,EFT TIA
August,9, 2019,Friday,VF53466040,Docattach
August,9, 2019,Friday,VF53484610,Docattach
August,9, 2019,Friday,VF53436310,Docattach
August,9, 2019,Friday,VF53494080,EFT TIA
August,9, 2019,Friday,VF53409720,Docattach
August,9, 2019,Friday,VF53485080,Docattach
August,9, 2019,Friday,VF53482390,Docattach
August,9, 2019,Friday,VF53448940,Apply Check
August,9, 2019,Friday,VF53449380,Docattach
August,9, 2019,Friday,VF53494630,Pre Internal
August,9, 2019,Friday,VF53468860,Docattach
August,9, 2019,Friday,VF53464070,Paycase
August,9, 2019,Friday,VF53483400,Docattach
August,9, 2019,Friday,VF53471670,Paycase
August,9, 2019,Friday,VF53494420,Apply Check
August,9, 2019,Friday,VF53465810,Docattach
August,9, 2019,Friday,VF53442700,Docattach
August,9, 2019,Friday,VP66366760,Docattach
August,9, 2019,Friday,VF53467980,Docattach
August,12, 2019,Monday,VF53465810,SIT set up
August,12, 2019,Monday,VM60004030,Docattach
August,12, 2019,Monday,VF53346390,Docattach
August,12, 2019,Monday,VF53480080,Docattach
August,12, 2019,Monday,VF53479940,Docattach
August,12, 2019,Monday,VP66358640,Docattach
August,12, 2019,Monday,VF53484610,Docattach
August,12, 2019,Monday,VF53480950,Docattach
August,12, 2019,Monday,VM60004030,Docattach
August,12, 2019,Monday,VF53469150,Paycase
August,12, 2019,Monday,VP66356450,Apply Check
August,12, 2019,Monday,VP66362170 ,Docattach
August,12, 2019,Monday,VP66359190,Paycase
August,12, 2019,Monday,VF53495080,Pre Internal
August,12, 2019,Monday,VF53463520,Paycase
August,12, 2019,Monday,VF53495040,EFT TIA
August,12, 2019,Monday,VF53481900 ,Docattach
August,12, 2019,Monday,VF53485370,Docattach
August,13, 2019,Tuesday,VF53407040,Docattach
August,13, 2019,Tuesday,VF53485370,Docattach
August,13, 2019,Tuesday,VF53445110,Docattach
August,13, 2019,Tuesday,VF53449820,Paycase
August,13, 2019,Tuesday,VF53477410,Paycase
August,13, 2019,Tuesday,VF53465730,Docattach
August,13, 2019,Tuesday,VF53487700,Docattach
August,13, 2019,Tuesday,VF53433810,Apply Check
August,13, 2019,Tuesday,VF53468010,Apply Check
August,13, 2019,Tuesday,VM60004010,Docattach
August,13, 2019,Tuesday,VF53480080,Docattach
August,13, 2019,Tuesday,VF53479940,Docattach
August,13, 2019,Tuesday,VF53425640,Docattach
August,13, 2019,Tuesday,VF53480080,Docattach
August,13, 2019,Tuesday,VF53479940,Docattach
August,13, 2019,Tuesday,VF53481610,Docattach
August,14, 2019,Wednesday,VP66358640,Docattach
August,14, 2019,Wednesday,LTC5335210,Docattach
August,14, 2019,Wednesday,VM60004010,Docattach
August,14, 2019,Wednesday,VP66358640,Docattach
August,14, 2019,Wednesday,VF53467540,Docattach
August,14, 2019,Wednesday,VP66364460,Docattach
August,14, 2019,Wednesday,VM60003960,Docattach
August,14, 2019,Wednesday,VF53495850,EFT TIA
August,14, 2019,Wednesday,VF53450530,Docattach
August,15, 2019,Thursday,VP66367640,Docattach
August,15, 2019,Thursday,VF53468860,Docattach
August,15, 2019,Thursday,VF53493420,SIT set up
August,15, 2019,Thursday,VF53473440,Docattach
August,15, 2019,Thursday,VM60003960,Docattach
August,15, 2019,Thursday,VM60004020,Docattach
August,15, 2019,Thursday,VM60004020,Docattach
August,15, 2019,Thursday,VF53463420,Docattach
August,15, 2019,Thursday,VP66361650,Reissue
August,15, 2019,Thursday,VF53496440,Apply Check
August,15, 2019,Thursday,VF53496230,Pre Internal
August,15, 2019,Thursday,VF53484180,Paycase
August,15, 2019,Thursday,VF53471640,Docattach
August,15, 2019,Thursday,VF53452130,Docattach
August,15, 2019,Thursday,VF53476200,Reissue
August,15, 2019,Thursday,VF53468860,Docattach
August,15, 2019,Thursday,VF53492540,Paycase
August,15, 2019,Thursday,VF53472970,Docattach
August,16, 2019,Friday,VF53489270,Docattach
August,16, 2019,Friday,VP66361650,Reissue
August,16, 2019,Friday,VF53476200,Reissue
August,16, 2019,Friday,VF53474570,Reissue
August,16, 2019,Friday,VP66351930,Docattach
August,16, 2019,Friday,VF53495470,Paycase
August,16, 2019,Friday,VF53458460 ,Apply Check
August,16, 2019,Friday,VF53454460,Docattach
August,16, 2019,Friday,VF53351960,Apply Check
August,16, 2019,Friday,VF53496850,EFT TIA
August,16, 2019,Friday,VF53469780,Docattach
August,16, 2019,Friday,VP66346320,Docattach
August,16, 2019,Friday,VF53496900,Pre Internal
August,16, 2019,Friday,VF53456570,Docattach
August,16, 2019,Friday,VF53458460,Paycase
August,19, 2019,Monday,VF53406630,Docattach
August,19, 2019,Monday,VM60004040,Docattach
August,19, 2019,Monday,VF53468860,Docattach
August,19, 2019,Monday,VP66370580,Docattach
August,19, 2019,Monday,VM60004040,Docattach
August,19, 2019,Monday,VF53496900,Pre Internal
August,19, 2019,Monday,VP66368360,Docattach
August,19, 2019,Monday,VF53495050,Docattach
August,19, 2019,Monday,VF53489370,Docattach
August,19, 2019,Monday,VF53486140,Paycase
August,19, 2019,Monday,VP66362530,Apply Check
August,19, 2019,Monday,VF53485310,Paycase
August,19, 2019,Monday,VF53482130,Paycase
August,19, 2019,Monday,VF53453170,Docattach
August,19, 2019,Monday,VF53416140,Apply Check
August,19, 2019,Monday,VP66360240,Apply Check
August,19, 2019,Monday,VF53432680 ,Docattach
August,19, 2019,Monday,VP66361350,Docattach
August,19, 2019,Monday,VF53489210,Paycase
August,19, 2019,Monday,VF53496570,EFT TIA
August,19, 2019,Monday,VF53453170,Docattach
August,19, 2019,Monday,VF53473050,Apply Check
August,19, 2019,Monday,VF53497150,EFT TIA
August,19, 2019,Monday,VP66360550,Docattach
August,20, 2019,Tuesday,VF53482480,Docattach
August,20, 2019,Tuesday,VF53482840 ,Docattach
August,20, 2019,Tuesday,VF53497400,Pre Internal
August,20, 2019,Tuesday,VF53495050,Docattach
August,20, 2019,Tuesday,VF53474100 ,Docattach
August,20, 2019,Tuesday,VF53481190,Docattach
August,20, 2019,Tuesday,VP66363570,Docattach
August,20, 2019,Tuesday,VF53476900,Paycase
August,20, 2019,Tuesday,LTC5333910,Reissue
August,21, 2019,Wednesday,VF53497460,Pre Internal
August,21, 2019,Wednesday,VF53474370,Apply Check
August,21, 2019,Wednesday,VF53491360 ,Docattach
August,21, 2019,Wednesday,AT10483840,Docattach
August,21, 2019,Wednesday,VP66368360,Docattach
August,21, 2019,Wednesday,VF53487290,Docattach
August,21, 2019,Wednesday,VF53498210,EFT TIA
August,21, 2019,Wednesday,VP66365690,Paycase
August,21, 2019,Wednesday,VF53471410 ,Docattach
August,21, 2019,Wednesday,VF53480910 ,Docattach
August,22, 2019,Thursday,VP66368360,Paycase
August,22, 2019,Thursday,VF53482480,Docattach
August,22, 2019,Thursday,VF53482840 ,Docattach
August,22, 2019,Thursday,VF53423720,Docattach
August,22, 2019,Thursday,VM60004050,Docattach
August,22, 2019,Thursday,VF53477760 ,Docattach
August,22, 2019,Thursday,VF53485760 ,Docattach
August,22, 2019,Thursday,VF53490230 ,Docattach
August,22, 2019,Thursday,VF53456640 ,Docattach
August,22, 2019,Thursday,VF53442790,Docattach
August,22, 2019,Thursday,VF53498840,EFT TIA
August,22, 2019,Thursday,VF53449660,Docattach
August,23, 2019,Friday,VF53423720,Not Taken
August,23, 2019,Friday,VF53460950,Docattach
August,23, 2019,Friday,VF53467370,Docattach
August,23, 2019,Friday,VF53499100,Pre Internal
August,23, 2019,Friday,VF53480350,Paycase
August,23, 2019,Friday,VP66359450,Docattach
August,23, 2019,Friday,VF53474370,Docattach
August,23, 2019,Friday,VF53485760,Docattach
August,23, 2019,Friday,VF53494910 ,EFT TIA
August,23, 2019,Friday,VF53406630,Docattach
August,26, 2019,Monday,VF53346390,Docattach
August,26, 2019,Monday,VF53474370,Docattach
August,26, 2019,Monday,AT10482210,Docattach
August,26, 2019,Monday,VF53484690,Apply Check
August,26, 2019,Monday,VP66363570,Apply Check
August,26, 2019,Monday,VF53484690,Paycase
August,26, 2019,Monday,VF53499610,Pre Internal
August,26, 2019,Monday,VF53454060,Docattach
August,26, 2019,Monday,VF53454070,Docattach
August,26, 2019,Monday,VP66363980,Docattach
August,26, 2019,Monday,VF53440970,Docattach
August,27, 2019,Tuesday,VP66363240,Docattach
August,27, 2019,Tuesday,VP66365740,Docattach
August,27, 2019,Tuesday,VP66363980,Paycase
August,27, 2019,Tuesday,VF53490230,Docattach
August,27, 2019,Tuesday,VP66358640,Docattach
August,27, 2019,Tuesday,VF53454460,Docattach
August,27, 2019,Tuesday,VF53491580,Docattach
August,27, 2019,Tuesday,VF53473600,Docattach
August,28, 2019,Wednesday,VP66363240,Docattach
August,28, 2019,Wednesday,VF53474370   ,Docattach
August,28, 2019,Wednesday,VF53454460,Docattach
August,28, 2019,Wednesday,VF53438700 ,Docattach
August,28, 2019,Wednesday,VF53485310,Reissue
August,28, 2019,Wednesday,VP66356510,Docattach
August,28, 2019,Wednesday,VP66363890,Docattach
August,28, 2019,Wednesday,VP66363240,Docattach
August,28, 2019,Wednesday,VF53485090,Docattach
August,29, 2019,Thursday,VF53485320,Docattach
August,29, 2019,Thursday,VF53498360,EFT TIA
August,29, 2019,Thursday,VF53485310,Reissue
August,29, 2019,Thursday,VF53491180,Apply Check
August,29, 2019,Thursday,VF53461210,Apply Check
August,29, 2019,Thursday,VF53485160,Docattach
August,29, 2019,Thursday,VF53485140,Docattach
August,29, 2019,Thursday,VP66361820,Docattach
August,29, 2019,Thursday,AT10491820,Paycase
August,29, 2019,Thursday,VF53491360,Paycase
August,29, 2019,Thursday,AT10489560,Docattach
August,29, 2019,Thursday,VF53478960,Docattach
August,30, 2019,Friday,VF53487290 ,Docattach
August,30, 2019,Friday,VF53461210,Docattach
August,30, 2019,Friday,VF53494430,Docattach
August,30, 2019,Friday,VF53487450,Docattach
August,30, 2019,Friday,VF53482480,Docattach
August,30, 2019,Friday,VF53491180,Paycase
August,30, 2019,Friday,VP66358760 ,Docattach
August,30, 2019,Friday,VP66368530,Docattach
August,30, 2019,Friday,VF53485900,Docattach
August,30, 2019,Friday,VF53469110 ,Docattach
August,30, 2019,Friday,AT10481330,Docattach
September,3, 2019,Tuesday,VF53487290,Docattach
September,3, 2019,Tuesday,VF53501750,Pre Internal
September,3, 2019,Tuesday,VF53466690,Docattach
September,3, 2019,Tuesday,VF53447320,Docattach
September,3, 2019,Tuesday,VF53476850,Docattach
September,3, 2019,Tuesday,VF53471610,Docattach
September,4, 2019,Wednesday,VF53490040,Docattach
September,4, 2019,Wednesday,VP66370580,Docattach
September,4, 2019,Wednesday,VF53406630,Docattach
September,4, 2019,Wednesday,VF53485140,Docattach
September,4, 2019,Wednesday,VF53502880,Pre Internal
September,4, 2019,Wednesday,VP66367320,Docattach
September,4, 2019,Wednesday,AT10488230 ,Docattach
September,4, 2019,Wednesday,VF53495470,Docattach
September,5, 2019,Thursday,VF53495470,Docattach
September,5, 2019,Thursday,VF53487290,Docattach
September,5, 2019,Thursday,VF53351960,Docattach
September,5, 2019,Thursday,VP66370240,Docattach
September,5, 2019,Thursday,VF53478960,Paycase
September,5, 2019,Thursday,VP66358640,Docattach
September,5, 2019,Thursday,VP66365540,Docattach
September,5, 2019,Thursday,VF53462320,Docattach
September,5, 2019,Thursday,VF53495470,Docattach
September,5, 2019,Thursday,VF53421640,Docattach
September,5, 2019,Thursday,VP66359580,Docattach
September,5, 2019,Thursday,AT10491020,Docattach
September,5, 2019,Thursday,AT10492690,Docattach
September,6, 2019,Friday,VF53478960,Paycase
September,6, 2019,Friday,VF53497300,Docattach
September,6, 2019,Friday,AT10485610,Docattach
September,6, 2019,Friday,VF53497920,Paycase
September,6, 2019,Friday,VF53504080,EFT TIA
September,6, 2019,Friday,AT10494380,EFT TIA
September,6, 2019,Friday,VF53477430,Docattach
September,6, 2019,Friday,VP66367290,Paycase
September,6, 2019,Friday,VF53477110 ,Docattach
September,6, 2019,Friday,VP66367450 ,Docattach
September,6, 2019,Friday,VP66363140,Docattach
September,10, 2019,Tuesday,VP66366340,Docattach
September,10, 2019,Tuesday,VF53421640,Docattach
September,10, 2019,Tuesday,VF53497730,Docattach
September,10, 2019,Tuesday,VF53498180,Paycase
September,10, 2019,Tuesday,VF53505100,Pre Internal
September,10, 2019,Tuesday,VP66362660,Docattach
September,10, 2019,Tuesday,VP66372320,Docattach
September,11, 2019,Wednesday,VF53497300,Apply Check
September,11, 2019,Wednesday,VF53489300,Apply Check
September,11, 2019,Wednesday,VF53346390,Docattach
September,11, 2019,Wednesday,VP66366340,Docattach
September,11, 2019,Wednesday,VF53487290,Not Taken
September,11, 2019,Wednesday,VF53487450,Not Taken
September,11, 2019,Wednesday,VF53480950,Docattach
September,11, 2019,Wednesday,VF53506240,Pre Internal
September,11, 2019,Wednesday,VF53458650 ,Pre Internal
September,11, 2019,Wednesday,VF53493930,Docattach
September,12, 2019,Thursday,VF53489330,Paycase
September,12, 2019,Thursday,VF53490230,Paycase
September,12, 2019,Thursday,VF53435830 ,Docattach
September,12, 2019,Thursday,VP66368800,Docattach
September,12, 2019,Thursday,VF53475980,Docattach
September,12, 2019,Thursday,VF53485760,Docattach
September,12, 2019,Thursday,VP66363070,Docattach
September,12, 2019,Thursday,VF53493330,Docattach
September,12, 2019,Thursday,VP66363240,Docattach
September,12, 2019,Thursday,VP66364830,Docattach
September,12, 2019,Thursday,VP66363050,Docattach
September,13, 2019,Friday,VF53498180,Docattach
September,13, 2019,Friday,VP66366340,Docattach
September,13, 2019,Friday,VP66364830,Docattach
September,13, 2019,Friday,VP66363050,Docattach
September,13, 2019,Friday,VP66363240,Docattach
September,13, 2019,Friday,VF53484690,Docattach
September,13, 2019,Friday,VP66363240,Docattach
September,13, 2019,Friday,VP66364830,Docattach
September,13, 2019,Friday,VP66366340,Docattach
September,13, 2019,Friday,VP66364830,Docattach
September,13, 2019,Friday,VP66363050,Docattach
September,13, 2019,Friday,VP66363240,Docattach
September,13, 2019,Friday,VF53491130 ,Docattach
September,17, 2019,Tuesday,VP66364830,Docattach
September,17, 2019,Tuesday,VP66363050,Docattach
September,17, 2019,Tuesday,VF53489330,Docattach
September,17, 2019,Tuesday,VP66368360,Docattach
September,17, 2019,Tuesday,VF53485090 ,Docattach
September,17, 2019,Tuesday,VF53485320,Docattach
September,17, 2019,Tuesday,VP66358760,Docattach
September,17, 2019,Tuesday,VP66364480,Docattach
September,17, 2019,Tuesday,VF53484850,Docattach
September,17, 2019,Tuesday,VF53468740,Docattach
September,17, 2019,Tuesday,VF53485090 ,Docattach
September,17, 2019,Tuesday,VF53508320,Pre Internal
September,17, 2019,Tuesday,VF53466850,Docattach
September,18, 2019,Wednesday,VP66368360,Docattach
September,18, 2019,Wednesday,VF53480950,Docattach
September,18, 2019,Wednesday,VF53485320,Docattach
September,18, 2019,Wednesday,VP66358760 ,Docattach
September,18, 2019,Wednesday,VP66368230,Paycase
September,18, 2019,Wednesday,LTC5340650,Docattach
September,18, 2019,Wednesday,VP66365410,Docattach
September,18, 2019,Wednesday,VP66375890,Pre Internal
September,18, 2019,Wednesday,VF53490970,Docattach
September,18, 2019,Wednesday,LTC5341430,Docattach
September,18, 2019,Wednesday,VF53487260,Docattach
September,18, 2019,Wednesday,VF53495050,Docattach
September,18, 2019,Wednesday,AT10485640,Docattach
September,18, 2019,Wednesday,LTC5345290,Docattach
September,18, 2019,Wednesday,AT10482480,Docattach
September,19, 2019,Thursday,VF53499680,Docattach
September,19, 2019,Thursday,VF53497300,Docattach
September,19, 2019,Thursday,VP66366340,Docattach
September,19, 2019,Thursday,VF53414000,Reissue
September,19, 2019,Thursday,VF53509620,Apply Check
September,19, 2019,Thursday,VF53419620,Docattach
September,19, 2019,Thursday,VF53372600,Docattach
September,19, 2019,Thursday,VP66362940,Docattach
September,19, 2019,Thursday,VP66367550,Docattach
September,20, 2019,Friday,VP66368120,Docattach
September,20, 2019,Friday,VP66368110,Docattach
September,20, 2019,Friday,VF53489270,Docattach
September,20, 2019,Friday,VF53414000,Reissue
September,20, 2019,Friday,VF53476920,Docattach
September,20, 2019,Friday,VF53480950,Apply Check
September,25, 2019,Wednesday,VF53469830,Docattach
September,25, 2019,Wednesday,VP66359140,Reissue
September,25, 2019,Wednesday,VF53451590,Docattach
September,25, 2019,Wednesday,VF53479040,Docattach
September,25, 2019,Wednesday,VF53511270,EFT TIA
September,25, 2019,Wednesday,VF53450750,Docattach
September,25, 2019,Wednesday,VF53491640,Docattach
September,25, 2019,Wednesday,VF53442340,Docattach
September,25, 2019,Wednesday,VF53506580,Docattach
September,25, 2019,Wednesday,VF53512180,Pre Internal
September,25, 2019,Wednesday,LTC5343880,Paycase
September,25, 2019,Wednesday,VP66370100,Paycase
September,25, 2019,Wednesday,VF53445140,Docattach
September,25, 2019,Wednesday,VF53470830,Paycase
September,26, 2019,Thursday,VP66359140,Reissue
September,26, 2019,Thursday,LTC5338590,Docattach
September,26, 2019,Thursday,VF53486730,Docattach
September,26, 2019,Thursday,VP66370950,Docattach
September,26, 2019,Thursday,VF53438940 ,Docattach
September,26, 2019,Thursday,VF53431330,Docattach
September,26, 2019,Thursday,VP66363370,Docattach
September,26, 2019,Thursday,VF53450680,Apply Check
September,26, 2019,Thursday,VP66373580,Docattach
September,26, 2019,Thursday,VF53499870,Docattach
September,26, 2019,Thursday,AT10491180,Paycase
September,26, 2019,Thursday,VF53461080,Docattach
September,26, 2019,Thursday,VF53502190,Docattach
September,27, 2019,Friday,VP66367790,Docattach
September,27, 2019,Friday,VF53506580,Docattach
September,27, 2019,Friday,VF53502190,Docattach
September,27, 2019,Friday,VF53488700,Docattach
September,27, 2019,Friday,VF53466520,Docattach
September,27, 2019,Friday,LTC5346780,Docattach
September,27, 2019,Friday,VF53466520,Paycase
September,27, 2019,Friday,VF53464790,Docattach
September,30, 2019,Monday,VF53495580,Docattach
September,30, 2019,Monday,VF53482840,Docattach
September,30, 2019,Monday,VF53513020,EFT TIA
September,30, 2019,Monday,VF53513400,EFT TIA
September,30, 2019,Monday,VF53513390,EFT TIA
September,30, 2019,Monday,VF53442390,Docattach
September,30, 2019,Monday,VP66363370,Docattach
September,30, 2019,Monday,VP66353810,Docattach
September,30, 2019,Monday,VF53513580,EFT TIA
September,30, 2019,Monday,VF53474390,Docattach
September,30, 2019,Monday,VP66356890,Apply Check
September,30, 2019,Monday,VF53482840,Docattach
September,30, 2019,Monday,VP66372990,Apply Check
September,30, 2019,Monday,VF53431120,Docattach
September,30, 2019,Monday,VF53458850,Docattach
September,30, 2019,Monday,VF53487680,Docattach
October,1, 2019,Tuesday,VP66372990,Docattach
October,1, 2019,Tuesday,VF53485150,Docattach
October,1, 2019,Tuesday,VP66358760,Docattach
October,1, 2019,Tuesday,VF53493620,Docattach
October,1, 2019,Tuesday,VF53514570,Pre Internal
October,1, 2019,Tuesday,VF53495580,Docattach
October,1, 2019,Tuesday,VF53495560,Docattach
October,1, 2019,Tuesday,VF53502160,Docattach
October,1, 2019,Tuesday,VF53495580,Docattach
October,1, 2019,Tuesday,VF53491050,Docattach
October,1, 2019,Tuesday,VF53500600,Docattach
October,1, 2019,Tuesday,AT10483260,Docattach
October,2, 2019,Wednesday,VF53495580,Docattach
October,2, 2019,Wednesday,VF53495560,Docattach
October,2, 2019,Wednesday,VF53497920,Docattach
October,2, 2019,Wednesday,VF53510300,Docattach
October,2, 2019,Wednesday,VP66366000,Paycase
October,2, 2019,Wednesday,VF53499080,Reissue
October,2, 2019,Wednesday,VP66370630,Paycase
October,2, 2019,Wednesday,VP66363780,Paycase
October,2, 2019,Wednesday,VP66373610,Docattach
October,2, 2019,Wednesday,VP66358760,Docattach
October,2, 2019,Wednesday,VF53476580,Docattach
October,2, 2019,Wednesday,VF53511690,Docattach
October,2, 2019,Wednesday,VF53495340,Docattach
October,2, 2019,Wednesday,VF53503150,Reissue
October,2, 2019,Wednesday,LTC5349010,Docattach
October,2, 2019,Wednesday,VP66369450,Docattach
October,3, 2019,Thursday,VF53499080,Reissue
October,3, 2019,Thursday,VF53503150,Reissue
October,3, 2019,Thursday,VF53514930,Pre Internal
October,3, 2019,Thursday,VF53495580,Docattach
October,3, 2019,Thursday,VF53479160,Docattach
October,3, 2019,Thursday,VF53501770,Docattach
October,3, 2019,Thursday,VF53515780,EFT TIA
October,3, 2019,Thursday,VF53442390,Docattach
October,3, 2019,Thursday,VF53463590,Docattach
October,3, 2019,Thursday,VF53515370,EFT TIA
October,3, 2019,Thursday,VF53494730,Paycase
October,3, 2019,Thursday,VF53494710,Paycase
October,4, 2019,Friday,VF53489270,Docattach
October,4, 2019,Friday,VM60004050,Docattach
October,4, 2019,Friday,VF53429050,Docattach
October,4, 2019,Friday,LTC5334290,Docattach
October,4, 2019,Friday,AT10496660,EFT TIA
October,4, 2019,Friday,AT10494450,Docattach
October,4, 2019,Friday,VF53515910,EFT TIA
October,4, 2019,Friday,VF53486710,Docattach
October,4, 2019,Friday,VF53463590,Docattach
October,7, 2019,Monday,VF53485140,Docattach
October,7, 2019,Monday,VF53490230 ,Docattach
October,7, 2019,Monday,VF53491110,Docattach
October,7, 2019,Monday,VP66371260,Apply Check
October,7, 2019,Monday,VP66369410,Docattach
October,7, 2019,Monday,VF53442690,Docattach
October,7, 2019,Monday,VF53464030 ,Docattach
October,7, 2019,Monday,VF53464050 ,Docattach
October,7, 2019,Monday,VF53494610,Docattach
October,7, 2019,Monday,VF53346390,Docattach
October,7, 2019,Monday,VP66347500 ,Docattach
October,7, 2019,Monday,VP66372780,Docattach
October,8, 2019,Tuesday,VF53510300,SIT set up
October,8, 2019,Tuesday,VF53489270,Docattach
October,8, 2019,Tuesday,VF53505550,Docattach
October,8, 2019,Tuesday,VF53489270,Docattach
October,8, 2019,Tuesday,VF53516610,Pre Internal
October,8, 2019,Tuesday,VF53495560,Docattach
October,8, 2019,Tuesday,VF53491180 ,Docattach
October,8, 2019,Tuesday,VF53464030,Docattach
October,8, 2019,Tuesday,VF53501770,Docattach
October,8, 2019,Tuesday,VF53475410,Docattach
October,8, 2019,Tuesday,VP66362320,Docattach
October,9, 2019,Wednesday,VP66370070,Docattach
October,9, 2019,Wednesday,AT10490800,Docattach
October,9, 2019,Wednesday,VF53478550,Docattach
October,9, 2019,Wednesday,VF53493300,Docattach
October,9, 2019,Wednesday,VP66367650,Docattach
October,9, 2019,Wednesday,VF53517050,EFT TIA
October,9, 2019,Wednesday,VP66368020,Reissue
October,9, 2019,Wednesday,VP66368660,Docattach
October,9, 2019,Wednesday,VP66372430,Docattach
October,9, 2019,Wednesday,VF53491320,Docattach
October,9, 2019,Wednesday,VF53416670,Docattach
October,9, 2019,Wednesday,VF53434100,Docattach
October,9, 2019,Wednesday,VP66378380,Paycase
October,9, 2019,Wednesday,VF53458180,Docattach
October,9, 2019,Wednesday,VP66378380,Paycase
October,10, 2019,Thursday,VP66368020,Reissue
October,10, 2019,Thursday,VF53503150,Docattach
October,10, 2019,Thursday,VF53495050,Docattach
October,10, 2019,Thursday,VF53502250,Docattach
October,10, 2019,Thursday,VP66355230,Docattach
October,10, 2019,Thursday,VP66378380,Paycase
October,10, 2019,Thursday,VF53490570,Paycase
