Date,Policy #,Processing Done
"Friday, July 20, 2018",VF53255670,Premiums Inbox
"Friday, July 20, 2018",VF53324650,Premiums Inbox
"Friday, July 20, 2018",VF53296350,Premiums Inbox
"Friday, July 20, 2018",VF53322960,Premiums Inbox
"Friday, July 20, 2018",VF53323510,Premiums Inbox
"Friday, July 20, 2018",VP66321640,Premiums Inbox
"Friday, July 20, 2018",VF53312180,Premiums Inbox
"Friday, July 20, 2018",VF53289990      ,Premiums Inbox
"Friday, July 20, 2018",VF53262480,Premiums Inbox
"Friday, July 20, 2018",VF53321350 ,Premiums Inbox
"Friday, July 20, 2018",VF53321230 ,Premiums Inbox
"Monday, July 23, 2018",VF53294180     ,Premiums Inbox
"Monday, July 23, 2018",VF53300430,Premiums Inbox
"Monday, July 23, 2018",VF53284980,Premiums Inbox
"Monday, July 23, 2018",VF53269580 ,Premiums Inbox
"Monday, July 23, 2018",VF53271990 ,Premiums Inbox
"Tuesday, July 24, 2018",VF53221450,Premiums Inbox
"Tuesday, July 24, 2018",VF53323700,Premiums Inbox
"Tuesday, July 24, 2018",VP66321330,Premiums Inbox
"Tuesday, July 24, 2018",VF53309670,Premiums Inbox
"Tuesday, July 24, 2018",VF53326100,Premiums Inbox
"Tuesday, July 24, 2018",VF53315590    ,Premiums Inbox
"Tuesday, July 24, 2018",VF53265010 ,Premiums Inbox
"Tuesday, July 24, 2018",VF53258100,Premiums Inbox
"Wednesday, July 25, 2018",VP66323770,Premiums Inbox
"Wednesday, July 25, 2018",VF53326280,Premiums Inbox
"Wednesday, July 25, 2018",VP66328110,Premiums Inbox
"Wednesday, July 25, 2018",VF53306320,Premiums Inbox
"Wednesday, July 25, 2018",VF53239980,Premiums Inbox
"Wednesday, July 25, 2018",VF53255670,Premiums Inbox
"Wednesday, July 25, 2018",VF53249240,Premiums Inbox
"Wednesday, July 25, 2018",VF53303440,Premiums Inbox
"Wednesday, July 25, 2018",VF53269760,Premiums Inbox
"Thursday, July 26, 2018",VF53326990,Premiums Inbox
"Thursday, July 26, 2018",VF53257340,Premiums Inbox
"Thursday, July 26, 2018",VF53326080,Premiums Inbox
"Thursday, July 26, 2018",VF53324460  ,Premiums Inbox
"Thursday, July 26, 2018",VF53292020,Premiums Inbox
"Thursday, July 26, 2018",VF53295870      ,Premiums Inbox
"Thursday, July 26, 2018",VF53293300 ,Premiums Inbox
"Thursday, July 26, 2018",VF53309700,Premiums Inbox
"Thursday, July 26, 2018",VF53303480     ,Premiums Inbox
"Thursday, July 26, 2018",VF53297690,Premiums Inbox
"Thursday, July 26, 2018",VF53277040,Premiums Inbox
"Thursday, July 26, 2018",VF53290400,Premiums Inbox
"Thursday, July 26, 2018",VF53291560,Premiums Inbox
"Friday, July 27, 2018",VF53239760,Premiums Inbox
"Friday, July 27, 2018",VP66321330,Premiums Inbox
"Friday, July 27, 2018",VF53115700  ,Premiums Inbox
"Friday, July 27, 2018",VP66334410,Premiums Inbox
"Friday, July 27, 2018",VF53327790  ,Premiums Inbox
"Friday, July 27, 2018",VF53290560 ,Premiums Inbox
"Friday, July 27, 2018",VF53286860     ,Premiums Inbox
"Friday, July 27, 2018",VF53301960,Premiums Inbox
"Friday, July 27, 2018",VF53303780     ,Premiums Inbox
"Friday, July 27, 2018",VF53304550      ,Premiums Inbox
"Friday, July 27, 2018",VF53303730,Premiums Inbox
"Friday, July 27, 2018",VF53290180,Premiums Inbox
"Friday, July 27, 2018",VF53290170,Premiums Inbox
"Monday, July 30, 2018",VF53326090,Premiums Inbox
"Monday, July 30, 2018",VF53327570 ,Premiums Inbox
"Monday, July 30, 2018",VF53304450,Premiums Inbox
"Monday, July 30, 2018",VF53326090,Premiums Inbox
"Monday, July 30, 2018",VF53256740,Premiums Inbox
"Monday, July 30, 2018",VF53304560,Premiums Inbox
"Tuesday, July 31, 2018",VF53326320,Premiums Inbox
"Tuesday, July 31, 2018",VF53329480,Premiums Inbox
"Tuesday, July 31, 2018",VF53325930      ,Premiums Inbox
"Tuesday, July 31, 2018",VF53304560,Premiums Inbox
"Tuesday, July 31, 2018",VF53273300,Premiums Inbox
"Wednesday, August 1, 2018",VF53327480,Premiums Inbox
"Wednesday, August 1, 2018",VF53329860,Premiums Inbox
"Wednesday, August 1, 2018",VF53329750,Premiums Inbox
"Wednesday, August 1, 2018",VF53300130 ,Premiums Inbox
"Wednesday, August 1, 2018",VF53326370,Premiums Inbox
"Wednesday, August 1, 2018",VF53283210,Premiums Inbox
"Wednesday, August 1, 2018",VF53307490,Premiums Inbox
"Wednesday, August 1, 2018",VF53324810,Premiums Inbox
"Thursday, August 2, 2018",VF53308560,Premiums Inbox
"Thursday, August 2, 2018",VF53313330,Premiums Inbox
"Thursday, August 2, 2018",VF53294680,Premiums Inbox
"Thursday, August 2, 2018",VP66310580,Premiums Inbox
"Thursday, August 2, 2018",VF53294680,Premiums Inbox
"Thursday, August 2, 2018",VF53271190,Premiums Inbox
"Thursday, August 2, 2018",VF53318530,Premiums Inbox
"Thursday, August 2, 2018",VF53292720,Premiums Inbox
"Thursday, August 2, 2018",VF53311110,Premiums Inbox
"Thursday, August 2, 2018",VF53311130,Premiums Inbox
"Friday, August 3, 2018",VF53266870,Premiums Inbox
"Friday, August 3, 2018",VF53330870 ,Premiums Inbox
"Friday, August 3, 2018",VF53273580,Premiums Inbox
"Friday, August 3, 2018",VF53331440,Premiums Inbox
"Friday, August 3, 2018",VP66321330,Premiums Inbox
"Friday, August 3, 2018",VF53211870      ,Premiums Inbox
"Friday, August 3, 2018",VF53211870,Premiums Inbox
"Monday, August 6, 2018",VF53330450 ,Premiums Inbox
"Monday, August 6, 2018",VF53330460,Premiums Inbox
"Monday, August 6, 2018",VF53273580 ,Premiums Inbox
"Monday, August 6, 2018",VF53257340,Premiums Inbox
"Monday, August 6, 2018",VF53313840,Premiums Inbox
"Tuesday, August 7, 2018",VF53297920,Premiums Inbox
"Tuesday, August 7, 2018",VF53115700,Premiums Inbox
"Tuesday, August 7, 2018",VF53318240 ,Premiums Inbox
"Tuesday, August 7, 2018",VF53300820,Premiums Inbox
"Wednesday, August 8, 2018",VF53273580 ,Premiums Inbox
"Wednesday, August 8, 2018",VF53293100,Premiums Inbox
"Wednesday, August 8, 2018",VF53326580,Premiums Inbox
"Wednesday, August 8, 2018",VF53270000,Premiums Inbox
"Wednesday, August 8, 2018",VF53323570,Premiums Inbox
"Wednesday, August 8, 2018",VF53293100,Premiums Inbox
"Thursday, August 9, 2018",VF53273580,Premiums Inbox
"Thursday, August 9, 2018",VF53273580,Premiums Inbox
"Thursday, August 9, 2018",VP66322690,Premiums Inbox
"Thursday, August 9, 2018",VF53308720,Premiums Inbox
"Thursday, August 9, 2018",VF53321960,Premiums Inbox
"Friday, August 10, 2018",VF53257340 ,Premiums Inbox
"Friday, August 10, 2018",VF53300130,Premiums Inbox
"Friday, August 10, 2018",VF53277970,Premiums Inbox
"Friday, August 10, 2018",VF53298350,Premiums Inbox
"Friday, August 10, 2018",VF53297860,Premiums Inbox
"Friday, August 10, 2018",VF53305740,Premiums Inbox
"Friday, August 10, 2018",VF53327270,Premiums Inbox
"Friday, August 10, 2018",VF53327340,Premiums Inbox
"Tuesday, August 14, 2018",VF53306040,Premiums Inbox
"Tuesday, August 14, 2018",VF53294800,Premiums Inbox
"Tuesday, August 14, 2018",VF53328000,Premiums Inbox
"Tuesday, August 14, 2018",VF53285750,Premiums Inbox
"Tuesday, August 14, 2018",VF53328000,Premiums Inbox
"Tuesday, August 14, 2018",VF53297120,Premiums Inbox
"Tuesday, August 14, 2018",VF53290370,Premiums Inbox
"Tuesday, August 14, 2018",VF53301810,Premiums Inbox
"Tuesday, August 14, 2018",VF53297120,Premiums Inbox
"Tuesday, August 14, 2018",VF53336120,Premiums Inbox
"Tuesday, August 14, 2018",VF53335840,Premiums Inbox
"Tuesday, August 14, 2018",VF53260240,Premiums Inbox
"Wednesday, August 15, 2018",VF53206470,Premiums Inbox
"Wednesday, August 15, 2018",VF53207040,Premiums Inbox
"Wednesday, August 15, 2018",VF53207030,Premiums Inbox
"Wednesday, August 15, 2018",VF53310870 ,Premiums Inbox
"Wednesday, August 15, 2018",VF53310910,Premiums Inbox
"Thursday, August 16, 2018",VF53306170,Premiums Inbox
"Thursday, August 16, 2018",VF53277940 ,Premiums Inbox
"Thursday, August 16, 2018",VF53337520 ,Premiums Inbox
"Thursday, August 16, 2018",VF53311170,Premiums Inbox
"Thursday, August 16, 2018",VF53310360,Premiums Inbox
"Thursday, August 16, 2018",VF53237740,Premiums Inbox
"Thursday, August 16, 2018",VF53338460,Premiums Inbox
"Thursday, August 16, 2018",VF53318910,Premiums Inbox
"Thursday, August 16, 2018",VF53326150,Premiums Inbox
"Thursday, August 16, 2018",VF53326250,Premiums Inbox
"Friday, August 17, 2018",VF53313330,Premiums Inbox
"Friday, August 17, 2018",VF53337700,Premiums Inbox
"Friday, August 17, 2018",VF53337530,Premiums Inbox
"Friday, August 17, 2018",VP66332600,Premiums Inbox
"Friday, August 17, 2018",VF53313220,Premiums Inbox
"Friday, August 17, 2018",VF53328840,Premiums Inbox
"Monday, August 20, 2018",VF53338550 ,Premiums Inbox
"Monday, August 20, 2018",VF53334010,Premiums Inbox
"Monday, August 20, 2018",VF53167020,Premiums Inbox
"Monday, August 20, 2018",VP66332180,Premiums Inbox
"Monday, August 20, 2018",VF53313080 ,Premiums Inbox
"Monday, August 20, 2018",VF53334010,Premiums Inbox
"Monday, August 20, 2018",VF53167020,Premiums Inbox
"Tuesday, August 21, 2018",VF53306170,Premiums Inbox
"Tuesday, August 21, 2018",VF53294580 ,Premiums Inbox
"Tuesday, August 21, 2018",VF53339110,Premiums Inbox
"Tuesday, August 21, 2018",VF53308920 ,Premiums Inbox
"Tuesday, August 21, 2018",VF53337490 ,Premiums Inbox
"Tuesday, August 21, 2018",VF53305350,Premiums Inbox
"Tuesday, August 21, 2018",VF53329760,Premiums Inbox
"Tuesday, August 21, 2018",VF53256670 ,Premiums Inbox
"Tuesday, August 21, 2018",VF53249530,Premiums Inbox
"Wednesday, August 22, 2018",VP66332180,Premiums Inbox
"Wednesday, August 22, 2018",VF53317160 ,Premiums Inbox
"Wednesday, August 22, 2018",VF53305020,Premiums Inbox
"Wednesday, August 22, 2018",VF53301510,Premiums Inbox
"Thursday, August 23, 2018",VF53315480,Premiums Inbox
"Thursday, August 23, 2018",VF53332020,Premiums Inbox
"Thursday, August 23, 2018",VF53300910,Premiums Inbox
"Thursday, August 23, 2018",VF53331470,Premiums Inbox
"Thursday, August 23, 2018",VF53332020,Premiums Inbox
"Friday, August 24, 2018",VP66310720,Premiums Inbox
"Friday, August 24, 2018",VF53319320,Premiums Inbox
"Friday, August 24, 2018",VF53324360,Premiums Inbox
"Friday, August 24, 2018",VF53282990,Premiums Inbox
"Friday, August 24, 2018",VF53304750,Premiums Inbox
"Friday, August 24, 2018",VF53304770,Premiums Inbox
"Friday, August 24, 2018",VP66329670,Premiums Inbox
"Monday, August 27, 2018",VF53340400 ,Premiums Inbox
"Monday, August 27, 2018",VF53258620,Premiums Inbox
"Monday, August 27, 2018",VF53340780 ,Premiums Inbox
"Monday, August 27, 2018",VF53327840 ,Premiums Inbox
"Monday, August 27, 2018",VF53341470,Premiums Inbox
"Monday, August 27, 2018",VF53289300,Premiums Inbox
"Monday, August 27, 2018",VF53261480,Premiums Inbox
"Monday, August 27, 2018",VF53297070 ,Premiums Inbox
"Monday, August 27, 2018",VF53296430,Premiums Inbox
"Monday, August 27, 2018",VF53327990,Premiums Inbox
"Tuesday, August 28, 2018",VF53181110 ,Premiums Inbox
"Tuesday, August 28, 2018",VF53342630 ,Premiums Inbox
"Tuesday, August 28, 2018",VF53277940,Premiums Inbox
"Tuesday, August 28, 2018",VF53343640,Premiums Inbox
"Tuesday, August 28, 2018",VF53340470,Premiums Inbox
"Tuesday, August 28, 2018",VF53329910,Premiums Inbox
"Wednesday, August 29, 2018",VF53313390,Premiums Inbox
"Wednesday, August 29, 2018",VF53342660 ,Premiums Inbox
"Wednesday, August 29, 2018",VF53274490 ,Premiums Inbox
"Wednesday, August 29, 2018",VF53341850 ,Premiums Inbox
"Wednesday, August 29, 2018",VF53335600 ,Premiums Inbox
"Wednesday, August 29, 2018",VF53334750,Premiums Inbox
"Wednesday, August 29, 2018",VF53264520,Premiums Inbox
"Wednesday, August 29, 2018",VF53335800,Premiums Inbox
"Wednesday, August 29, 2018",VF53307960,Premiums Inbox
"Wednesday, August 29, 2018",VF53325620,Premiums Inbox
"Wednesday, August 29, 2018",VF53333170,Premiums Inbox
"Wednesday, August 29, 2018",VF53276200,Premiums Inbox
"Wednesday, August 29, 2018",VF53252760,Premiums Inbox
"Thursday, August 30, 2018",VF53294000,Premiums Inbox
"Thursday, August 30, 2018",VF53288460 ,Premiums Inbox
"Thursday, August 30, 2018",VF53233430,Premiums Inbox
"Thursday, August 30, 2018",VF53256670,Premiums Inbox
"Thursday, August 30, 2018",VF53294000,Premiums Inbox
"Thursday, August 30, 2018",VF53277630 ,Premiums Inbox
"Thursday, August 30, 2018",VF53315480,Premiums Inbox
"Thursday, August 30, 2018",VF53321950,Premiums Inbox
"Thursday, August 30, 2018",VF53277940 ,Premiums Inbox
"Thursday, August 30, 2018",VF53295790,Premiums Inbox
"Thursday, August 30, 2018",VF53273090,Premiums Inbox
"Thursday, August 30, 2018",VF53335800,Premiums Inbox
"Thursday, August 30, 2018",VF53264590,Premiums Inbox
"Thursday, August 30, 2018",VF53337870,Premiums Inbox
"Friday, August 31, 2018",VF53344580 ,Premiums Inbox
"Friday, August 31, 2018",VF53345150 ,Premiums Inbox
"Friday, August 31, 2018",VP66331000 ,Premiums Inbox
"Friday, August 31, 2018",VF53300710,Premiums Inbox
"Friday, August 31, 2018",VF53301200,Premiums Inbox
"Tuesday, September 4, 2018",VF53333220,Premiums Inbox
"Tuesday, September 4, 2018",VF53345760,Premiums Inbox
"Tuesday, September 4, 2018",VF53346590,Premiums Inbox
"Tuesday, September 4, 2018",VF53345970,Premiums Inbox
"Tuesday, September 4, 2018",VF53308420,Premiums Inbox
"Tuesday, September 4, 2018",VF53342370,Premiums Inbox
"Tuesday, September 4, 2018",VF53281590,Premiums Inbox
"Wednesday, September 5, 2018",VP66332180,Premiums Inbox
"Wednesday, September 5, 2018",VF53347110 ,Premiums Inbox
"Wednesday, September 5, 2018",VF53345180,Premiums Inbox
"Wednesday, September 5, 2018",VF53277630,Premiums Inbox
"Wednesday, September 5, 2018",VF53347090,Premiums Inbox
"Wednesday, September 5, 2018",VF53292990,Premiums Inbox
"Wednesday, September 5, 2018",VF53264640,Premiums Inbox
"Wednesday, September 5, 2018",VF53324230,Premiums Inbox
"Wednesday, September 5, 2018",VF53324240,Premiums Inbox
"Wednesday, September 5, 2018",VF53293640,Premiums Inbox
"Wednesday, September 5, 2018",VF53324230,Premiums Inbox
"Thursday, September 6, 2018",VF53330090,Premiums Inbox
"Thursday, September 6, 2018",VF53332490,Premiums Inbox
"Thursday, September 6, 2018",VF53292990,Premiums Inbox
"Thursday, September 6, 2018",VF53344080,Premiums Inbox
"Thursday, September 6, 2018",VF53290590,Premiums Inbox
"Friday, September 7, 2018",VF53344070,Premiums Inbox
"Friday, September 7, 2018",VF53313560,Premiums Inbox
"Friday, September 7, 2018",VF53264550,Premiums Inbox
"Friday, September 7, 2018",VF53326040,Premiums Inbox
"Friday, September 7, 2018",VF53326060,Premiums Inbox
"Friday, September 7, 2018",VF53260030,Premiums Inbox
"Friday, September 7, 2018",VF53311700,Premiums Inbox
"Friday, September 7, 2018",VF53311730,Premiums Inbox
"Friday, September 7, 2018",VF53336260,Premiums Inbox
"Friday, September 7, 2018",VF53331750,Premiums Inbox
"Friday, September 7, 2018",VF53343570,Premiums Inbox
"Friday, September 7, 2018",VP66336910,Premiums Inbox
"Friday, September 7, 2018",VF53339830,Premiums Inbox
"Monday, September 10, 2018",VF53324010,Premiums Inbox
"Monday, September 10, 2018",VF53346900,Premiums Inbox
"Monday, September 10, 2018",VF53343570 ,Premiums Inbox
"Monday, September 10, 2018",VF53281590,Premiums Inbox
"Monday, September 10, 2018",VF53305180,Premiums Inbox
"Monday, September 10, 2018",VF53315410,Premiums Inbox
"Monday, September 10, 2018",VF53345140,Premiums Inbox
"Monday, September 10, 2018",VF53345160,Premiums Inbox
"Monday, September 10, 2018",VF53322320,Premiums Inbox
"Tuesday, September 11, 2018",VF53330090,Premiums Inbox
"Tuesday, September 11, 2018",VF53345470,Premiums Inbox
"Tuesday, September 11, 2018",VF53307760,Premiums Inbox
"Tuesday, September 11, 2018",VF53307760,Premiums Inbox
"Tuesday, September 11, 2018",VF53328200,Premiums Inbox
"Tuesday, September 11, 2018",VF53339700,Premiums Inbox
"Tuesday, September 11, 2018",VF53328200,Premiums Inbox
"Wednesday, September 12, 2018",VF53350140,Premiums Inbox
"Wednesday, September 12, 2018",VF53308640,Premiums Inbox
"Wednesday, September 12, 2018",VF53332180,Premiums Inbox
"Wednesday, September 12, 2018",VF53334720,Premiums Inbox
"Wednesday, September 12, 2018",VF53319100,Premiums Inbox
"Wednesday, September 12, 2018",VF53300770,Premiums Inbox
"Thursday, September 13, 2018",VF53300770,Premiums Inbox
"Thursday, September 13, 2018",VF53331090,Premiums Inbox
"Thursday, September 13, 2018",VF53349520,Premiums Inbox
"Thursday, September 13, 2018",VF53313340,Premiums Inbox
"Thursday, September 13, 2018",VF53337900 ,Premiums Inbox
"Thursday, September 13, 2018",VF53291920,Premiums Inbox
"Thursday, September 13, 2018",VF53318240,Premiums Inbox
"Thursday, September 13, 2018",VF53336180,Premiums Inbox
"Thursday, September 13, 2018",VF53336190,Premiums Inbox
"Thursday, September 13, 2018",VF53265300,Premiums Inbox
"Thursday, September 13, 2018",VF53255650,Premiums Inbox
"Thursday, September 13, 2018",VF53315410,Premiums Inbox
"Friday, September 14, 2018",VF53349850,Premiums Inbox
"Friday, September 14, 2018",VF53248810,Premiums Inbox
"Friday, September 14, 2018",VP66332500,Premiums Inbox
"Friday, September 14, 2018",VF53302080,Premiums Inbox
"Friday, September 14, 2018",VP66336620,Premiums Inbox
"Friday, September 14, 2018",VF53248810,Premiums Inbox
"Friday, September 14, 2018",VF53342960 ,Premiums Inbox
"Friday, September 14, 2018",VF53331090,Premiums Inbox
"Friday, September 14, 2018",VF53348850,Premiums Inbox
"Friday, September 14, 2018",VF53347740,Premiums Inbox
"Friday, September 14, 2018",VP66335360,Premiums Inbox
"Friday, September 14, 2018",VF53297450,Premiums Inbox
"Friday, September 14, 2018",VF53320870,Premiums Inbox
"Monday, September 17, 2018",VP66334720,Premiums Inbox
"Monday, September 17, 2018",VF53349680,Premiums Inbox
"Monday, September 17, 2018",VF53277650 ,Premiums Inbox
"Monday, September 17, 2018",VP66318000,Premiums Inbox
"Monday, September 17, 2018",VF53336340,Premiums Inbox
"Monday, September 17, 2018",VF53311870,Premiums Inbox
"Tuesday, September 18, 2018",VF53329530 ,Premiums Inbox
"Tuesday, September 18, 2018",VF53290170,Premiums Inbox
"Tuesday, September 18, 2018",VP66338240 ,Premiums Inbox
"Tuesday, September 18, 2018",VP66334720,Premiums Inbox
"Tuesday, September 18, 2018",VF53292990 ,Premiums Inbox
"Tuesday, September 18, 2018",VF53349150,Premiums Inbox
"Tuesday, September 18, 2018",VF53187280,Premiums Inbox
"Tuesday, September 18, 2018",VP66331620,Premiums Inbox
"Tuesday, September 18, 2018",VP66319610,Premiums Inbox
"Tuesday, September 18, 2018",VF53324800,Premiums Inbox
"Wednesday, September 19, 2018",VF53313330 ,Premiums Inbox
"Wednesday, September 19, 2018",VF53285500,Premiums Inbox
"Wednesday, September 19, 2018",VF53311870,Premiums Inbox
"Wednesday, September 19, 2018",VF53349620,Premiums Inbox
"Wednesday, September 19, 2018",VF53302500,Premiums Inbox
"Wednesday, September 19, 2018",VF53302540,Premiums Inbox
"Thursday, September 20, 2018",VF53269140,Premiums Inbox
"Thursday, September 20, 2018",VF53321850,Premiums Inbox
"Thursday, September 20, 2018",VF53321060,Premiums Inbox
"Thursday, September 20, 2018",VF53320870,Premiums Inbox
"Friday, September 21, 2018",VF53224270,Premiums Inbox
"Friday, September 21, 2018",VF53274730 ,Premiums Inbox
"Friday, September 21, 2018",VF53335340,Premiums Inbox
"Friday, September 21, 2018",VF53276490,Premiums Inbox
"Friday, September 21, 2018",VF53276500,Premiums Inbox
"Friday, September 21, 2018",VF53333110,Premiums Inbox
"Tuesday, September 25, 2018",VF53355860,Premiums Inbox
"Tuesday, September 25, 2018",VF53252760,Premiums Inbox
"Tuesday, September 25, 2018",VF53335460,Premiums Inbox
"Wednesday, September 26, 2018",VF53299100,Premiums Inbox
"Wednesday, September 26, 2018",VF53351360,Premiums Inbox
"Wednesday, September 26, 2018",VP66336750,Premiums Inbox
"Wednesday, September 26, 2018",VF53342860,Premiums Inbox
"Wednesday, September 26, 2018",VF53341130,Premiums Inbox
"Wednesday, September 26, 2018",VP66336430,Premiums Inbox
"Wednesday, September 26, 2018",VF53343940,Premiums Inbox
"Wednesday, September 26, 2018",VF53358070,Premiums Inbox
"Thursday, September 27, 2018",VF53299100,Premiums Inbox
"Thursday, September 27, 2018",VF53341720,Premiums Inbox
"Thursday, September 27, 2018",VF53354310,Premiums Inbox
"Thursday, September 27, 2018",VF53346370,Premiums Inbox
"Thursday, September 27, 2018",VF53358070,Premiums Inbox
"Friday, September 28, 2018",VF53284810,Premiums Inbox
"Friday, September 28, 2018",VF53358070,Premiums Inbox
"Friday, September 28, 2018",VF53282970,Premiums Inbox
"Friday, September 28, 2018",VF53336140    ,Premiums Inbox
"Monday, October 1, 2018",VF53292990,Premiums Inbox
"Monday, October 1, 2018",VP66332530 ,Premiums Inbox
"Monday, October 1, 2018",VP66332840 ,Premiums Inbox
"Monday, October 1, 2018",VF53261730,Premiums Inbox
"Monday, October 1, 2018",VF53220970,Premiums Inbox
"Monday, October 1, 2018",VP66339290      ,Premiums Inbox
"Monday, October 1, 2018",VF53306070,Premiums Inbox
"Monday, October 1, 2018",VF53336140    ,Premiums Inbox
"Monday, October 1, 2018",VF53306070,Premiums Inbox
"Monday, October 1, 2018",VF53291900,Premiums Inbox
"Tuesday, October 2, 2018",VF53358070,Premiums Inbox
"Tuesday, October 2, 2018",VF53360100,Premiums Inbox
"Tuesday, October 2, 2018",VF53292120,Premiums Inbox
"Tuesday, October 2, 2018",VF53356160,Premiums Inbox
"Tuesday, October 2, 2018",VF53254730,Premiums Inbox
"Tuesday, October 2, 2018",VF53358070,Premiums Inbox
"Tuesday, October 2, 2018",VF53351020,Premiums Inbox
"Tuesday, October 2, 2018",VF53351010,Premiums Inbox
"Wednesday, October 3, 2018",VF53320340,Premiums Inbox
"Wednesday, October 3, 2018",VF53282680,Premiums Inbox
"Wednesday, October 3, 2018",VF53360180,Premiums Inbox
"Wednesday, October 3, 2018",VF53359860,Premiums Inbox
"Wednesday, October 3, 2018",VF53339390,Premiums Inbox
"Wednesday, October 3, 2018",VP66335340,Premiums Inbox
"Wednesday, October 3, 2018",VF53304010,Premiums Inbox
"Wednesday, October 3, 2018",VP66332450,Premiums Inbox
"Wednesday, October 3, 2018",VP66333990,Premiums Inbox
"Thursday, October 4, 2018",VF53311970,Premiums Inbox
"Thursday, October 4, 2018",VF53342060,Premiums Inbox
"Thursday, October 4, 2018",VF53345900,Premiums Inbox
"Thursday, October 4, 2018",VF53338210 ,Premiums Inbox
"Thursday, October 4, 2018",VF53316580,Premiums Inbox
"Thursday, October 4, 2018",VF53357670,Premiums Inbox
"Thursday, October 4, 2018",VF53264610,Premiums Inbox
"Thursday, October 4, 2018",VF53337580,Premiums Inbox
"Thursday, October 4, 2018",VF53338520,Premiums Inbox
"Thursday, October 4, 2018",VF53338210 ,Premiums Inbox
"Thursday, October 4, 2018",VF53356930,Premiums Inbox
"Thursday, October 4, 2018",VF53346360,Premiums Inbox
"Thursday, October 4, 2018",VF53359320 ,Premiums Inbox
"Friday, October 5, 2018",VF53298780,Premiums Inbox
"Friday, October 5, 2018",VF53333640,Premiums Inbox
"Friday, October 5, 2018",VF53306440,Premiums Inbox
"Friday, October 5, 2018",VF53360930,Premiums Inbox
"Friday, October 5, 2018",VF53360280,Premiums Inbox
"Friday, October 5, 2018",VF53317650,Premiums Inbox
"Monday, October 8, 2018",VF53306440,Premiums Inbox
"Monday, October 8, 2018",VF53281020,Premiums Inbox
"Monday, October 8, 2018",VP66328170,Premiums Inbox
"Monday, October 8, 2018",VF53281020,Premiums Inbox
"Tuesday, October 9, 2018",VF53349710,Premiums Inbox
"Tuesday, October 9, 2018",VF53282860,Premiums Inbox
"Tuesday, October 9, 2018",VF53357410,Premiums Inbox
"Tuesday, October 9, 2018",VF53363380,Premiums Inbox
"Tuesday, October 9, 2018",VF53333640,Premiums Inbox
"Tuesday, October 9, 2018",VF53360080,Premiums Inbox
"Tuesday, October 9, 2018",VF53311080,Premiums Inbox
"Tuesday, October 9, 2018",VF53348450,Premiums Inbox
"Tuesday, October 9, 2018",VF53285510,Premiums Inbox
"Wednesday, October 10, 2018",VF53333580,Premiums Inbox
"Wednesday, October 10, 2018",VF53353710,Premiums Inbox
"Wednesday, October 10, 2018",VF53337340,Premiums Inbox
"Wednesday, October 10, 2018",VF53289570,Premiums Inbox
"Wednesday, October 10, 2018",VF53293230,Premiums Inbox
"Wednesday, October 10, 2018",VF53356180,Premiums Inbox
"Wednesday, October 10, 2018",VF53358340,Premiums Inbox
"Thursday, October 11, 2018",VF53356180,Premiums Inbox
"Thursday, October 11, 2018",VF53293230,Premiums Inbox
"Thursday, October 11, 2018",VF53326690,Premiums Inbox
"Thursday, October 11, 2018",VF53340810,Premiums Inbox
"Thursday, October 11, 2018",VF53332860,Premiums Inbox
"Thursday, October 11, 2018",VF53363440,Premiums Inbox
"Thursday, October 11, 2018",VF53325780,Premiums Inbox
"Thursday, October 11, 2018",VF53285510,Premiums Inbox
"Thursday, October 11, 2018",VF53333540,Premiums Inbox
"Thursday, October 11, 2018",VF53348870,Premiums Inbox
"Thursday, October 11, 2018",VP66329910,Premiums Inbox
"Thursday, October 11, 2018",VP66329900,Premiums Inbox
"Thursday, October 11, 2018",VF53356080,Premiums Inbox
"Thursday, October 11, 2018",VF53337680,Premiums Inbox
"Thursday, October 11, 2018",VF53323650,Premiums Inbox
"Thursday, October 11, 2018",VF53349050,Premiums Inbox
"Thursday, October 11, 2018",VF53325220,Premiums Inbox
"Thursday, October 11, 2018",VF53349420,Premiums Inbox
"Thursday, October 11, 2018",VF53288580,Premiums Inbox
"Thursday, October 11, 2018",VF53333360,Premiums Inbox
"Thursday, October 11, 2018",VF53363740,Premiums Inbox
"Thursday, October 11, 2018",VF53352820,Premiums Inbox
"Thursday, October 11, 2018",VF53288580,Premiums Inbox
"Friday, October 12, 2018",VF53291750,Premiums Inbox
"Friday, October 12, 2018",VF53328690,Premiums Inbox
"Friday, October 12, 2018",VP66332110,Premiums Inbox
"Friday, October 12, 2018",VP66332120,Premiums Inbox
"Friday, October 12, 2018",VF53364890,Premiums Inbox
"Friday, October 12, 2018",VF53358390,Premiums Inbox
"Friday, October 12, 2018",VF53346240,Premiums Inbox
"Friday, October 12, 2018",VF53346100,Premiums Inbox
"Friday, October 12, 2018",VF53346260,Premiums Inbox
"Friday, October 12, 2018",VF53362630,Premiums Inbox
"Friday, October 12, 2018",VP66329900,Premiums Inbox
"Friday, October 12, 2018",VF53346230,Premiums Inbox
"Friday, October 12, 2018",VF53355550,Premiums Inbox
"Friday, October 12, 2018",VF53346380,Premiums Inbox
"Monday, October 15, 2018",VF53365990,Premiums Inbox
"Monday, October 15, 2018",VF53325780,Premiums Inbox
"Monday, October 15, 2018",VF53311280,Premiums Inbox
