Date,Policy #,Processing Done
"Monday, July 2, 2018",VP66320380,Docattach
"Monday, July 2, 2018",VF53273690,Paycase
"Monday, July 2, 2018",VF53278650,Paycase
"Monday, July 2, 2018",VF53251070 ,Docattach
"Monday, July 2, 2018",VP66322900,Docattach
"Monday, July 2, 2018",VF53239730,Paycase
"Monday, July 2, 2018",VF53285690,Docattach
"Monday, July 2, 2018",VF53304060,Docattach
"Monday, July 2, 2018",VP66331230,Paycase
"Tuesday, July 3, 2018",VP66331230,Paycase
"Tuesday, July 3, 2018",VF53279780,Paycase
"Tuesday, July 3, 2018",VF53221450,Paycase
"Tuesday, July 3, 2018",VP66327060,Reissue
"Tuesday, July 3, 2018",VP66327880,Paycase
"Tuesday, July 3, 2018",VF53283210,Docattach
"Tuesday, July 3, 2018",VF53251070,Docattach
"Tuesday, July 3, 2018",VF53272240,Docattach
"Tuesday, July 3, 2018",VP66327760,Paycase
"Tuesday, July 3, 2018",VP66326800,Paycase
"Tuesday, July 3, 2018",VF53249100,Docattach
"Tuesday, July 3, 2018",VF53285620,Paycase
"Tuesday, July 3, 2018",VP66329150,Paycase
"Tuesday, July 3, 2018",VF53292220,Docattach
"Tuesday, July 3, 2018",VP66325320,Paycase
"Tuesday, July 3, 2018",VF53281830,Docattach
"Tuesday, July 3, 2018",VF53224460,Docattach
"Tuesday, July 3, 2018",VF53239180,Reissue
"Tuesday, July 3, 2018",VF53254690,Paycase
"Thursday, July 5, 2018",VP66327060,Reissue
"Thursday, July 5, 2018",VF53239180,Reissue
"Thursday, July 5, 2018",VF53296040,Apply Check
"Thursday, July 5, 2018",VF53292080,Apply Check
"Thursday, July 5, 2018",VF53249530,Docattach
"Thursday, July 5, 2018",VP66318760,Docattach
"Thursday, July 5, 2018",VP66318760,Docattach
"Thursday, July 5, 2018",VF53260550,Docattach
"Thursday, July 5, 2018",VP66322820,Docattach
"Thursday, July 5, 2018",VF53263300,Docattach
"Thursday, July 5, 2018",VF53272120,Docattach
"Thursday, July 5, 2018",VP66329660,Paycase
"Thursday, July 5, 2018",VF53224380,Docattach
"Thursday, July 5, 2018",VF53208450,Paycase
"Thursday, July 5, 2018",VF53276900,Paycase
"Thursday, July 5, 2018",VF53290170,Docattach
"Friday, July 6, 2018",VF53294320,Paycase
"Friday, July 6, 2018",VF53297150,Paycase
"Friday, July 6, 2018",VF53274780,Apply Check
"Friday, July 6, 2018",VF53277630,Paycase
"Friday, July 6, 2018",VF53319230,EFT TIA
"Friday, July 6, 2018",VF53241780,Docattach
"Friday, July 6, 2018",VF53268560 ,Docattach
"Friday, July 6, 2018",VF53309720,Paycase
"Friday, July 6, 2018",VF53062450,Docattach
"Friday, July 6, 2018",VF53236300,Docattach
"Friday, July 6, 2018",VF53270480,Docattach
"Friday, July 6, 2018",VF53281780,Docattach
"Friday, July 6, 2018",VF53268660,Apply Check
"Friday, July 6, 2018",VF53216780,Docattach
"Tuesday, July 10, 2018",VF53290170,Docattach
"Tuesday, July 10, 2018",VF53274780,Docattach
"Tuesday, July 10, 2018",VF53289710,Paycase
"Tuesday, July 10, 2018",VF53275270,Paycase
"Tuesday, July 10, 2018",VF53257720,Paycase
"Tuesday, July 10, 2018",VP66323140     ,Docattach
"Tuesday, July 10, 2018",VF53288900,Paycase
"Tuesday, July 10, 2018",VF53320540,EFT TIA
"Tuesday, July 10, 2018",VF53198290,Docattach
"Tuesday, July 10, 2018",VP66327160,Paycase
"Tuesday, July 10, 2018",VP66322500,Paycase
"Tuesday, July 10, 2018",VF53320230,EFT TIA
"Tuesday, July 10, 2018",VF53248730,Docattach
"Tuesday, July 10, 2018",VF53251150,Paycase
"Tuesday, July 10, 2018",VF76049270,Docattach
"Tuesday, July 10, 2018",VP66326520,Docattach
"Wednesday, July 11, 2018",VF53251150,SIT set up
"Wednesday, July 11, 2018",VF53321090,EFT TIA
"Wednesday, July 11, 2018",VF53251150,Docattach
"Wednesday, July 11, 2018",VF53281280,Docattach
"Wednesday, July 11, 2018",VF53308170,Reissue
"Wednesday, July 11, 2018",VF53307280,Paycase
"Wednesday, July 11, 2018",VP66325120,Docattach
"Wednesday, July 11, 2018",VP66319340,Reissue
"Wednesday, July 11, 2018",VF53251070 ,Docattach
"Wednesday, July 11, 2018",VF53244730,Docattach
"Wednesday, July 11, 2018",VF53257030,Docattach
"Wednesday, July 11, 2018",VF53277450,Docattach
"Wednesday, July 11, 2018",VF53284450,Docattach
"Wednesday, July 11, 2018",VF53289730,Docattach
"Thursday, July 12, 2018",VP66319340,Reissue
"Thursday, July 12, 2018",VF53308170,Reissue
"Thursday, July 12, 2018",VF53306790,Docattach
"Thursday, July 12, 2018",VF53260560,Docattach
"Thursday, July 12, 2018",VF53306970,Apply Check
"Thursday, July 12, 2018",VF53288070,Apply Check
"Thursday, July 12, 2018",VF53301040,Paycase
"Thursday, July 12, 2018",VF53321830,EFT TIA
"Thursday, July 12, 2018",VF53274520,Docattach
"Thursday, July 12, 2018",VF53306600,Apply Check
"Thursday, July 12, 2018",VF53308820,Apply Check
"Thursday, July 12, 2018",VF53314190,SIT set up
"Thursday, July 12, 2018",VF53270700,Docattach
"Thursday, July 12, 2018",VP66328550,Docattach
"Thursday, July 12, 2018",VF53303380,Docattach
"Thursday, July 12, 2018",VF53306150,Paycase
"Friday, July 13, 2018",VF53308820,Refund
"Friday, July 13, 2018",VF53260560,SIT set up
"Friday, July 13, 2018",VF53239760,Docattach
"Friday, July 13, 2018",VF53255840,Docattach
"Friday, July 13, 2018",VF53279450,Docattach
"Friday, July 13, 2018",VF53305610     ,Paycase
"Friday, July 13, 2018",VP66327020,Docattach
"Friday, July 13, 2018",VF53267140,Docattach
"Friday, July 13, 2018",VF53289560,Paycase
"Friday, July 13, 2018",VF53306170,Paycase
"Monday, July 16, 2018",VF53284450 ,Docattach
"Monday, July 16, 2018",VP66330460,Docattach
"Monday, July 16, 2018",VF53290790,Reissue
"Monday, July 16, 2018",VF53262850,Docattach
"Monday, July 16, 2018",VF53234320,Docattach
"Monday, July 16, 2018",VF53256510,Docattach
"Monday, July 16, 2018",VF53281830,Reissue
"Monday, July 16, 2018",VF53257570,Reissue
"Monday, July 16, 2018",VF53253670,Apply Check
"Monday, July 16, 2018",VF51872330,Docattach
"Monday, July 16, 2018",29225150,Apply Check
"Monday, July 16, 2018",VP66301700,Reissue
"Monday, July 16, 2018",VF53254070,Docattach
"Monday, July 16, 2018",VF53277220,Docattach
"Monday, July 16, 2018",VF53283950,Docattach
"Tuesday, July 17, 2018",VF53290790,Reissue
"Tuesday, July 17, 2018",VF53281830,Reissue
"Tuesday, July 17, 2018",VF53257570,Reissue
"Tuesday, July 17, 2018",VP66301700,Reissue
"Tuesday, July 17, 2018",VF53322410,Apply Check
"Tuesday, July 17, 2018",VF53269990,Reissue
"Tuesday, July 17, 2018",VF53276720,Docattach
"Tuesday, July 17, 2018",VP66327250,Docattach
"Tuesday, July 17, 2018",VP66325260,Paycase
"Tuesday, July 17, 2018",VF53272100,Paycase
"Tuesday, July 17, 2018",VF53267590,Docattach
"Tuesday, July 17, 2018",VF53300560,Docattach
"Tuesday, July 17, 2018",VP66330480,Docattach
"Tuesday, July 17, 2018",VF53291700,Paycase
"Tuesday, July 17, 2018",VP66320450,Docattach
"Wednesday, July 18, 2018",VF53305890 ,Docattach
"Wednesday, July 18, 2018",VP66320450,Docattach
"Wednesday, July 18, 2018",VF53283950,Docattach
"Wednesday, July 18, 2018",VF53281830,Reissue
"Wednesday, July 18, 2018",VF53269990,Reissue
"Wednesday, July 18, 2018",VF53306970,Docattach
"Wednesday, July 18, 2018",VF53303280,Docattach
"Wednesday, July 18, 2018",VF53280950,Paycase
"Wednesday, July 18, 2018",VF53262750,Paycase
"Wednesday, July 18, 2018",VP66325300,Paycase
"Wednesday, July 18, 2018",VF53309430,Paycase
"Wednesday, July 18, 2018",VF53279450,Docattach
"Wednesday, July 18, 2018",VF53291410,Docattach
"Thursday, July 19, 2018",VF53269550,Paycase
"Thursday, July 19, 2018",VF53298440,Paycase
"Thursday, July 19, 2018",VF53250820,Reissue
"Thursday, July 19, 2018",VF53265810,Paycase
"Thursday, July 19, 2018",VF53325090,EFT TIA
"Thursday, July 19, 2018",VP66321330,Paycase
"Thursday, July 19, 2018",VF53308160,Paycase
"Thursday, July 19, 2018",VP66329570,Docattach
"Thursday, July 19, 2018",VF53306970,Docattach
"Thursday, July 19, 2018",VP66327530,Paycase
"Thursday, July 19, 2018",VF53292490,Paycase
"Thursday, July 19, 2018",VP66330810,Paycase
"Thursday, July 19, 2018",VF53318820,Apply Check
"Thursday, July 19, 2018",VF53298970,Paycase
"Thursday, July 19, 2018",VF53291060,Apply Check
"Thursday, July 19, 2018",VF53318820,Refund
"Thursday, July 19, 2018",VF53304830 ,Docattach
"Thursday, July 19, 2018",VP66325300,Docattach
"Thursday, July 19, 2018",VP66329830,Docattach
"Friday, July 20, 2018",VF53291060,Apply Check
"Friday, July 20, 2018",VF53251150,Refund
"Friday, July 20, 2018",VP66321930,Docattach
"Friday, July 20, 2018",VF53250820,Docattach
"Friday, July 20, 2018",VF53274520,Docattach
"Friday, July 20, 2018",VF53256340,Docattach
"Friday, July 20, 2018",VF53304830 ,Docattach
"Friday, July 20, 2018",VP66323330,Docattach
"Friday, July 20, 2018",VP66328220,Paycase
"Monday, July 23, 2018",VF53251150,Reissue
"Monday, July 23, 2018",VP66328220,Docattach
"Monday, July 23, 2018",VF53295870,Docattach
"Monday, July 23, 2018",VF53192350,Apply Check
"Monday, July 23, 2018",VF53248430,Paycase
"Monday, July 23, 2018",VF53250820,Docattach
"Monday, July 23, 2018",VF53276810,Docattach
"Tuesday, July 24, 2018",VF53269580 ,Docattach
"Tuesday, July 24, 2018",VP66329090,Docattach
"Tuesday, July 24, 2018",VF53241970,Docattach
"Tuesday, July 24, 2018",VF53258680,Docattach
"Tuesday, July 24, 2018",VF53326940,EFT TIA
"Tuesday, July 24, 2018",VF53283730,Docattach
"Tuesday, July 24, 2018",VP66324710,Docattach
"Tuesday, July 24, 2018",VF53309620,Docattach
"Tuesday, July 24, 2018",VF53322370,Docattach
"Tuesday, July 24, 2018",VF53283190,Apply Check
"Tuesday, July 24, 2018",VF53291280,Docattach
"Tuesday, July 24, 2018",VP66321400,Paycase
"Tuesday, July 24, 2018",VF53276400,Paycase
"Tuesday, July 24, 2018",VF53291020,Paycase
"Tuesday, July 24, 2018",VF53265520,Paycase
"Tuesday, July 24, 2018",VF53292000,Paycase
"Tuesday, July 24, 2018",VF53309760,Paycase
"Tuesday, July 24, 2018",VF53326720,EFT TIA
"Tuesday, July 24, 2018",VF53253500,Docattach
"Wednesday, July 25, 2018",VF53257480 ,Docattach
"Wednesday, July 25, 2018",VF53290690,Apply Check
"Wednesday, July 25, 2018",VF53288320,Apply Check
"Wednesday, July 25, 2018",VF53272290,Docattach
"Wednesday, July 25, 2018",VF53315520,Docattach
"Wednesday, July 25, 2018",VP66324370,Paycase
"Wednesday, July 25, 2018",VF53269950,Apply Check
"Wednesday, July 25, 2018",VF53281260,Docattach
"Thursday, July 26, 2018",VF53309670,Docattach
"Thursday, July 26, 2018",VF53296950,Docattach
"Thursday, July 26, 2018",VP66328050 ,Docattach
"Thursday, July 26, 2018",VF53250340 ,Docattach
"Thursday, July 26, 2018",VF53295010,Docattach
"Thursday, July 26, 2018",VF53319520,Docattach
"Friday, July 27, 2018",VF53276620,Docattach
"Friday, July 27, 2018",VP66328930,Docattach
"Friday, July 27, 2018",VF53239970,Docattach
"Friday, July 27, 2018",VP66327130,Paycase
"Friday, July 27, 2018",VF53268810,Paycase
"Friday, July 27, 2018",VP66330590,Paycase
"Friday, July 27, 2018",VP66323110,Reissue
"Friday, July 27, 2018",VF53297180,Apply Check
"Friday, July 27, 2018",VF53317910,Docattach
"Friday, July 27, 2018",VF53323770,Docattach
"Monday, July 30, 2018",VP66330590,Paycase
"Monday, July 30, 2018",VF53239980,Docattach
"Monday, July 30, 2018",VF53239970,Docattach
"Monday, July 30, 2018",VF53249240,Docattach
"Monday, July 30, 2018",VF53255670,Docattach
"Monday, July 30, 2018",VF53290690,Apply Check
"Monday, July 30, 2018",VF53290740,Apply Check
"Monday, July 30, 2018",VP66323110,Reissue
"Monday, July 30, 2018",VF53308470,Paycase
"Monday, July 30, 2018",VF53306870,Paycase
"Monday, July 30, 2018",VF53305780,Paycase
"Monday, July 30, 2018",VF53300210,Paycase
"Monday, July 30, 2018",VF53310540,Docattach
"Monday, July 30, 2018",VF53295310 ,Docattach
"Monday, July 30, 2018",VF53289810,Docattach
"Monday, July 30, 2018",VF53307280,Docattach
"Tuesday, July 31, 2018",VF53290690,Docattach
"Tuesday, July 31, 2018",VF53290740,Apply Check
"Tuesday, July 31, 2018",VF53103970,Refund
"Tuesday, July 31, 2018",VF53290690,Docattach
"Tuesday, July 31, 2018",VF53299350,Docattach
"Tuesday, July 31, 2018",VF53311820,Docattach
"Tuesday, July 31, 2018",VF53330460,EFT TIA
"Tuesday, July 31, 2018",VF53330450,EFT TIA
"Tuesday, July 31, 2018",VF53331010,EFT TIA
"Tuesday, July 31, 2018",VF53331040,EFT TIA
"Tuesday, July 31, 2018",VF53295310,Docattach
"Tuesday, July 31, 2018",VF53331070,EFT TIA
"Tuesday, July 31, 2018",VF53291490,Docattach
"Tuesday, July 31, 2018",VF53321390,Docattach
"Tuesday, July 31, 2018",VF53304560,Paycase
"Tuesday, July 31, 2018",VP66327210,Paycase
"Wednesday, August 1, 2018",VF53290740,Apply Check
"Wednesday, August 1, 2018",VF53302010,Docattach
"Wednesday, August 1, 2018",VF53313360,Docattach
"Wednesday, August 1, 2018",VF53290220,Reissue
"Wednesday, August 1, 2018",VF53320960,Paycase
"Wednesday, August 1, 2018",VP66319350,Reissue
"Wednesday, August 1, 2018",VP66323980,Paycase
"Wednesday, August 1, 2018",VF53277450,Paycase
"Wednesday, August 1, 2018",VF53271680,Reissue
"Wednesday, August 1, 2018",VF53248880,Paycase
"Wednesday, August 1, 2018",VF53328870,Paycase
"Wednesday, August 1, 2018",VF53275180,Docattach
"Thursday, August 2, 2018",VP66328260,Docattach
"Thursday, August 2, 2018",VF53290220,Reissue
"Thursday, August 2, 2018",VF53271680,Reissue
"Thursday, August 2, 2018",VP66319350,Reissue
"Thursday, August 2, 2018",VF53239980,Docattach
"Thursday, August 2, 2018",VF53239970,Docattach
"Thursday, August 2, 2018",VF53249240,Docattach
"Thursday, August 2, 2018",VF53255670,Docattach
"Thursday, August 2, 2018",VF53274780,Apply Check
"Thursday, August 2, 2018",VF53269010,Paycase
"Thursday, August 2, 2018",VF53304800,Docattach
"Thursday, August 2, 2018",VF53258190,Docattach
"Thursday, August 2, 2018",VF53293360,Docattach
"Friday, August 3, 2018",VF53274780,Apply Check
"Friday, August 3, 2018",VF53239980,Docattach
"Friday, August 3, 2018",VF53239970,Docattach
"Friday, August 3, 2018",VF53249240,Docattach
"Friday, August 3, 2018",VF53239980,Docattach
"Friday, August 3, 2018",VF53240200,Paycase
"Friday, August 3, 2018",VP66324790,Paycase
"Friday, August 3, 2018",VP66329170,Paycase
"Friday, August 3, 2018",VF53305980,Paycase
"Friday, August 3, 2018",VF53297080,Docattach
"Friday, August 3, 2018",VF53297100,Docattach
"Friday, August 3, 2018",VF53301370,Paycase
"Friday, August 3, 2018",VF53286340,Reissue
"Friday, August 3, 2018",VF53276630,Docattach
"Monday, August 6, 2018",VF53291540,Docattach
"Monday, August 6, 2018",VP66331990,Docattach
"Monday, August 6, 2018",VP66329170,Paycase
"Monday, August 6, 2018",VF53304800 ,Paycase
"Monday, August 6, 2018",VF53276960 ,Paycase
"Monday, August 6, 2018",VF53329330 ,Paycase
"Monday, August 6, 2018",VF53281780,Docattach
"Monday, August 6, 2018",VF53321110   ,Docattach
"Monday, August 6, 2018",VF53286340,Reissue
"Monday, August 6, 2018",VF53290440,Paycase
"Monday, August 6, 2018",VF53334090,Docattach
"Monday, August 6, 2018",VF53306040,Reissue
"Monday, August 6, 2018",VF53277350,SIT set up
"Monday, August 6, 2018",VF53283880,Paycase
"Monday, August 6, 2018",VF53283620,Paycase
"Monday, August 6, 2018",VF53318270,Paycase
"Monday, August 6, 2018",VF53299650,Paycase
"Monday, August 6, 2018",VF53297880,Paycase
"Monday, August 6, 2018",VF53326700,Paycase
"Monday, August 6, 2018",VF53262480,Reissue
"Monday, August 6, 2018",VF53299290,Paycase
"Monday, August 6, 2018",VF53291770,Paycase
"Monday, August 6, 2018",VF53301610,Paycase
"Tuesday, August 7, 2018",VF53334260,Docattach
"Tuesday, August 7, 2018",VF53306040,Reissue
"Tuesday, August 7, 2018",VF53262480,Reissue
"Tuesday, August 7, 2018",VF53264130,Reissue
"Tuesday, August 7, 2018",VF53293600,Paycase
"Tuesday, August 7, 2018",VF53297140,Paycase
"Tuesday, August 7, 2018",VF53320700,Paycase
"Tuesday, August 7, 2018",VF53324610,Paycase
"Tuesday, August 7, 2018",VF53314200,Paycase
"Tuesday, August 7, 2018",VF53299710,Paycase
"Tuesday, August 7, 2018",VF53279920,Paycase
"Tuesday, August 7, 2018",VF53302610,Paycase
"Tuesday, August 7, 2018",VP66333180,Paycase
"Tuesday, August 7, 2018",VP66329190,Docattach
"Tuesday, August 7, 2018",VF53218220,Docattach
"Tuesday, August 7, 2018",VF53291970,Docattach
"Tuesday, August 7, 2018",VP66328850,Paycase
"Tuesday, August 7, 2018",VP66328140,Paycase
"Wednesday, August 8, 2018",VF53305390,Docattach
"Wednesday, August 8, 2018",VF53270350,Docattach
"Wednesday, August 8, 2018",VF53301360,Docattach
"Wednesday, August 8, 2018",VF53262480,Reissue
"Wednesday, August 8, 2018",VF53264130,Reissue
"Wednesday, August 8, 2018",VF53218220,Docattach
"Wednesday, August 8, 2018",VF53300820,SIT set up
"Wednesday, August 8, 2018",VF53327220,Apply Check
"Wednesday, August 8, 2018",VF53297310,Apply Check
"Wednesday, August 8, 2018",VF53305100,Docattach
"Wednesday, August 8, 2018",VF53299620,Docattach
"Wednesday, August 8, 2018",VF53192350,Docattach
"Wednesday, August 8, 2018",VF53281780,Docattach
"Wednesday, August 8, 2018",VF53310800,Paycase
"Thursday, August 9, 2018",VF53292830,Docattach
"Thursday, August 9, 2018",VF53281260,Docattach
"Thursday, August 9, 2018",VF53321970,Paycase
"Thursday, August 9, 2018",VF53323100,Paycase
"Thursday, August 9, 2018",VF53273400,Docattach
"Thursday, August 9, 2018",VF53260240,Docattach
"Thursday, August 9, 2018",VF53273580,Paycase
"Thursday, August 9, 2018",VP66322690,Paycase
"Thursday, August 9, 2018",VF53321110   ,Docattach
"Thursday, August 9, 2018",VF53288560 ,Docattach
"Thursday, August 9, 2018",VF53319230,Docattach
"Thursday, August 9, 2018",VF53326580,SIT set up
"Thursday, August 9, 2018",VF53300820,SIT set up
"Thursday, August 9, 2018",VF53256740,Docattach
"Thursday, August 9, 2018",VF53302010,Reissue
"Friday, August 10, 2018",VF53288560 ,Docattach
"Friday, August 10, 2018",VF53300130,Docattach
"Friday, August 10, 2018",VF53302010,Reissue
"Friday, August 10, 2018",VF53317280,Paycase
"Friday, August 10, 2018",VF53314440,Reissue
"Friday, August 10, 2018",VP66323890,Apply Check
"Friday, August 10, 2018",VF53260240,Apply Check
"Friday, August 10, 2018",VP66323890,Paycase
"Friday, August 10, 2018",VF53301240,Paycase
"Friday, August 10, 2018",VF53297820,Paycase
"Friday, August 10, 2018",VF53322400,Docattach
"Friday, August 10, 2018",VF53274000,Paycase
"Friday, August 10, 2018",VF53279700,Paycase
"Friday, August 10, 2018",VF53282690,Paycase
"Friday, August 10, 2018",VF53302260,Paycase
"Friday, August 10, 2018",VF53305730,Paycase
"Tuesday, August 14, 2018",VF53314440,Reissue
"Tuesday, August 14, 2018",VF53250850,SIT set up
"Tuesday, August 14, 2018",VP66329410,Paycase
"Tuesday, August 14, 2018",VF53294550,Apply Check
"Tuesday, August 14, 2018",VF53310360,Docattach
"Tuesday, August 14, 2018",VF53236730,Paycase
"Tuesday, August 14, 2018",VF53323690,Paycase
"Tuesday, August 14, 2018",VF53259860,Docattach
"Tuesday, August 14, 2018",VF53325610,Docattach
"Tuesday, August 14, 2018",VF53299300 ,Apply Check
"Tuesday, August 14, 2018",VF53316340,Docattach
"Wednesday, August 15, 2018",VF53304800,Docattach
"Wednesday, August 15, 2018",VF53299730,Reissue
"Wednesday, August 15, 2018",VF53271940,Reissue
"Wednesday, August 15, 2018",VF53284740,SIT set up
"Wednesday, August 15, 2018",VP66332180,Paycase
"Wednesday, August 15, 2018",VF53317220,Reissue
"Wednesday, August 15, 2018",VF53260240  ,Docattach
"Wednesday, August 15, 2018",VF53289870,Reissue
"Wednesday, August 15, 2018",VF53300100,Refund
"Wednesday, August 15, 2018",VF53309760,Reissue
"Wednesday, August 15, 2018",VF53317400,Docattach
"Wednesday, August 15, 2018",VF53314830,Paycase
"Wednesday, August 15, 2018",VF53328370,Paycase
"Thursday, August 16, 2018",VF53294800,Docattach
"Thursday, August 16, 2018",VF53299730,Reissue
"Thursday, August 16, 2018",VF53271940,Reissue
"Thursday, August 16, 2018",VF53317220,Reissue
"Thursday, August 16, 2018",VF53289870,Reissue
"Thursday, August 16, 2018",VF53309760,Reissue
"Thursday, August 16, 2018",VF53294800,Docattach
"Thursday, August 16, 2018",VP66324860,Docattach
"Thursday, August 16, 2018",VF53318330,Docattach
"Thursday, August 16, 2018",VP66326870,Docattach
"Thursday, August 16, 2018",VF53310870,Reissue
"Friday, August 17, 2018",VF53266870,Reissue
"Friday, August 17, 2018",VF53285660,Docattach
"Friday, August 17, 2018",VF53271940,Reissue
"Friday, August 17, 2018",VF53301560 ,Docattach
"Friday, August 17, 2018",VF53310870,Reissue
"Friday, August 17, 2018",VF53290470,Paycase
"Friday, August 17, 2018",VP66331840,Apply Check
"Friday, August 17, 2018",VF53247760,Paycase
"Friday, August 17, 2018",VF53205930,Paycase
"Friday, August 17, 2018",VF53277980,Docattach
"Friday, August 17, 2018",VF53310140,Docattach
"Friday, August 17, 2018",VF53321640,SIT set up
"Friday, August 17, 2018",VF53297510,Paycase
"Friday, August 17, 2018",VF53323190,Paycase
"Friday, August 17, 2018",VF53304660,Paycase
"Friday, August 17, 2018",VP66336110,Paycase
"Monday, August 20, 2018",VF53297510,Paycase
"Monday, August 20, 2018",VP66328810,Docattach
"Monday, August 20, 2018",VF53288340,Docattach
"Monday, August 20, 2018",VF53287240,Reissue
"Monday, August 20, 2018",VF53314950,Reissue
"Monday, August 20, 2018",VF53287670,Paycase
"Monday, August 20, 2018",VF53328940,Paycase
"Monday, August 20, 2018",VF53328920,Paycase
"Monday, August 20, 2018",VF53333720  ,Docattach
"Monday, August 20, 2018",VF53324980,Reissue
"Monday, August 20, 2018",VF53339580,Paycase
"Monday, August 20, 2018",VF53260250,Reissue
"Monday, August 20, 2018",VP66330440,Reissue
"Monday, August 20, 2018",VF53281020,Docattach
"Monday, August 20, 2018",VF53285430,Paycase
"Monday, August 20, 2018",VF53312630,Paycase
"Monday, August 20, 2018",VP66331300,Paycase
"Monday, August 20, 2018",VF53332560,Paycase
"Monday, August 20, 2018",VP66329510,Paycase
"Tuesday, August 21, 2018",VF53287240,Reissue
"Tuesday, August 21, 2018",VF53314950,Reissue
"Tuesday, August 21, 2018",VF53324980,Reissue
"Tuesday, August 21, 2018",VF53260250,Reissue
"Tuesday, August 21, 2018",VP66330440,Reissue
"Tuesday, August 21, 2018",VF53328940,SIT set up
"Tuesday, August 21, 2018",VF53213480,Docattach
"Tuesday, August 21, 2018",VF53313650,Docattach
"Tuesday, August 21, 2018",VF53298890,Docattach
"Tuesday, August 21, 2018",VP66334010,Docattach
"Tuesday, August 21, 2018",VP66333220,Docattach
"Tuesday, August 21, 2018",VF53324050,Paycase
"Tuesday, August 21, 2018",VF53334630,Paycase
"Wednesday, August 22, 2018",VP66334010,Paycase
"Wednesday, August 22, 2018",VF53318950,Paycase
"Wednesday, August 22, 2018",VF53334650,Paycase
"Wednesday, August 22, 2018",VF53308940,Paycase
"Wednesday, August 22, 2018",VF53263070,Paycase
"Wednesday, August 22, 2018",VF53308510,Paycase
"Wednesday, August 22, 2018",VF53327840,Paycase
"Wednesday, August 22, 2018",VF53285100,Paycase
"Wednesday, August 22, 2018",VF53258620,Paycase
"Wednesday, August 22, 2018",VF53277520,Docattach
"Wednesday, August 22, 2018",VP66325090,Docattach
"Wednesday, August 22, 2018",VP66334010,Paycase
"Wednesday, August 22, 2018",VF53288240,Paycase
"Wednesday, August 22, 2018",VP66333240,Paycase
"Wednesday, August 22, 2018",VP66318260,Paycase
"Wednesday, August 22, 2018",VF53289850,Paycase
"Wednesday, August 22, 2018",VF53305130,Paycase
"Thursday, August 23, 2018",VP66334010,Docattach
"Thursday, August 23, 2018",VF53279490,SIT set up
"Thursday, August 23, 2018",VF53278480,SIT set up
"Thursday, August 23, 2018",VF53254900,Docattach
"Thursday, August 23, 2018",VF53289190,Paycase
"Thursday, August 23, 2018",VF53246540,Paycase
"Thursday, August 23, 2018",VF53332020,Docattach
"Thursday, August 23, 2018",VF53341380,Apply Check
"Thursday, August 23, 2018",VF53341390,Apply Check
"Thursday, August 23, 2018",VF53277630,Paycase
"Thursday, August 23, 2018",VF53318570,Paycase
"Thursday, August 23, 2018",VF53286680,Paycase
"Thursday, August 23, 2018",VP66333150,Docattach
"Thursday, August 23, 2018",VP66333710,Docattach
"Thursday, August 23, 2018",VP66327690,Paycase
"Thursday, August 23, 2018",VP66334290,Paycase
"Thursday, August 23, 2018",VF53338250,Paycase
"Friday, August 24, 2018",VP66331070,Docattach
"Friday, August 24, 2018",VF53282540,Docattach
"Friday, August 24, 2018",VF53329760,Docattach
"Friday, August 24, 2018",VF53256670,Docattach
"Friday, August 24, 2018",VP66326990,Reissue
"Friday, August 24, 2018",VP66332500,Paycase
"Friday, August 24, 2018",VF53310310,Paycase
"Friday, August 24, 2018",VF53315360,Docattach
"Friday, August 24, 2018",VF53298930,Paycase
"Friday, August 24, 2018",VP66325280,Paycase
"Friday, August 24, 2018",VP66332510,Paycase
"Friday, August 24, 2018",VF53233430,Docattach
"Friday, August 24, 2018",VF53312670,Docattach
"Friday, August 24, 2018",VF53316040,Paycase
"Monday, August 27, 2018",VP66331430,Paycase
"Monday, August 27, 2018",VF53317910,Docattach
"Monday, August 27, 2018",VP66334040,Docattach
"Monday, August 27, 2018",VF53288900,Reissue
"Monday, August 27, 2018",VP66334040,Docattach
"Monday, August 27, 2018",VF53312720,Paycase
"Monday, August 27, 2018",VP66321410,Paycase
"Monday, August 27, 2018",VF53256670,Docattach
"Monday, August 27, 2018",VF53310900,Docattach
"Monday, August 27, 2018",VP66324800,Paycase
"Monday, August 27, 2018",VF53299260,Paycase
"Monday, August 27, 2018",VF53303050,Paycase
"Monday, August 27, 2018",VF53308100,Paycase
"Tuesday, August 28, 2018",VF53288900,Reissue
"Tuesday, August 28, 2018",VF53269930,Reissue
"Tuesday, August 28, 2018",VF53271670,Reissue
"Tuesday, August 28, 2018",VF53261480,Docattach
"Tuesday, August 28, 2018",VF53335520,Paycase
"Tuesday, August 28, 2018",VF53304520,Reissue
"Tuesday, August 28, 2018",VF53296040,Reissue
"Tuesday, August 28, 2018",VF53310900,Docattach
"Tuesday, August 28, 2018",VF53304300,Paycase
"Tuesday, August 28, 2018",VP66331300,Reissue
"Tuesday, August 28, 2018",VF53284830,Paycase
"Tuesday, August 28, 2018",VF53295050,Paycase
"Tuesday, August 28, 2018",VF53267190,Paycase
"Tuesday, August 28, 2018",VF53307760,Paycase
"Tuesday, August 28, 2018",VP66331000,Paycase
"Tuesday, August 28, 2018",VF53288460 ,Paycase
"Tuesday, August 28, 2018",VF53296850,Paycase
